Time,Temp,CO2,Heater
2023-01-22 00:17:10.061107,71.7116,8.754,0
2023-01-22 00:17:11.480817,71.7116,8.483,0
2023-01-22 00:17:12.920077,71.7116,8.220,0
2023-01-22 00:17:14.358708,71.7116,7.966,0
2023-01-22 00:17:15.800921,71.7116,9.034,0
2023-01-22 00:17:17.241282,71.7116,8.754,0
2023-01-22 00:17:18.690816,71.7116,8.483,0
2023-01-22 00:17:20.806822,71.7116,8.754,0
2023-01-22 00:17:22.279878,71.825,8.220,0
2023-01-22 00:17:23.734426,71.825,7.248,0
2023-01-22 00:17:25.164105,71.825,8.220,0
2023-01-22 00:17:27.557506,71.825,7.966,0
2023-01-22 00:17:29.001419,71.825,8.483,0
2023-01-22 00:17:30.451240,71.9366,8.220,0
2023-01-22 00:17:31.891897,71.9366,9.034,0
2023-01-22 00:17:34.500662,71.9366,9.034,0
2023-01-22 00:17:35.961760,71.825,9.323,0
2023-01-22 00:17:37.400772,71.9366,9.323,0
2023-01-22 00:17:38.840291,71.9366,7.719,0
2023-01-22 00:17:41.289730,71.9366,8.220,0
2023-01-22 00:17:42.760839,71.9366,9.034,0
2023-01-22 00:17:44.202699,71.9366,9.323,0
2023-01-22 00:17:45.650893,71.9366,8.754,0
2023-01-22 00:17:48.094190,71.9366,8.754,0
2023-01-22 00:17:49.600671,71.9366,9.034,0
2023-01-22 00:17:51.010503,71.9366,9.323,0
2023-01-22 00:17:52.440503,71.9366,8.754,0
2023-01-22 00:17:54.952302,71.9366,9.323,0
2023-01-22 00:17:56.372176,71.9366,8.483,0
2023-01-22 00:17:57.810762,71.9366,8.483,0
2023-01-22 00:17:59.240693,71.9366,9.323,0
2023-01-22 00:18:00.678954,71.9366,8.483,0
2023-01-22 00:18:02.128378,71.9366,8.483,0
2023-01-22 00:18:03.571812,71.9366,7.719,0
2023-01-22 00:18:05.007162,71.9366,9.323,0
2023-01-22 00:18:06.441249,71.9366,9.034,0
2023-01-22 00:18:08.039577,71.9366,7.966,0
2023-01-22 00:18:09.480066,71.9366,7.719,0
2023-01-22 00:18:10.919108,72.05,8.483,0
2023-01-22 00:18:12.360596,72.05,7.023,0
2023-01-22 00:18:14.456396,72.05,9.034,0
2023-01-22 00:18:15.881426,72.05,9.034,0
2023-01-22 00:18:17.321421,72.05,9.034,0
2023-01-22 00:18:18.762769,72.05,8.754,0
2023-01-22 00:18:20.913955,72.05,8.220,0
2023-01-22 00:18:22.361410,72.05,7.966,0
2023-01-22 00:18:23.811693,72.05,9.034,0
2023-01-22 00:18:25.288487,72.05,8.754,0
2023-01-22 00:18:27.593390,72.05,8.754,0
2023-01-22 00:18:29.000634,72.05,9.323,0
2023-01-22 00:18:30.441997,72.05,9.034,0
2023-01-22 00:18:31.878238,72.05,8.483,0
2023-01-22 00:18:34.029827,72.05,8.220,0
2023-01-22 00:18:35.490784,72.1616,8.483,0
2023-01-22 00:18:36.919798,72.05,8.754,0
2023-01-22 00:18:38.360765,72.1616,8.483,0
2023-01-22 00:18:40.591090,72.05,9.323,0
2023-01-22 00:18:42.040101,72.05,8.754,0
2023-01-22 00:18:43.519898,72.05,9.323,0
2023-01-22 00:18:44.931099,72.05,9.323,0
2023-01-22 00:18:46.370029,72.05,8.483,0
2023-01-22 00:18:47.849505,72.05,8.754,0
2023-01-22 00:18:49.320707,72.05,9.034,0
2023-01-22 00:18:50.760163,72.05,9.034,0
2023-01-22 00:18:52.199114,72.1616,8.754,0
2023-01-22 00:18:54.471775,72.05,9.034,0
2023-01-22 00:18:55.883678,72.05,8.754,0
2023-01-22 00:18:57.326326,72.05,9.034,0
2023-01-22 00:18:58.760036,72.05,8.754,0
2023-01-22 00:19:00.212182,72.05,8.483,0
2023-01-22 00:19:01.696529,72.05,9.034,0
2023-01-22 00:19:03.168467,72.05,9.034,0
2023-01-22 00:19:04.600198,72.05,9.323,0
2023-01-22 00:19:06.038648,72.05,9.323,0
2023-01-22 00:19:08.345815,72.1616,8.483,0
2023-01-22 00:19:09.841042,72.1616,9.034,0
2023-01-22 00:19:11.330648,72.05,8.754,0
2023-01-22 00:19:12.760306,72.05,8.754,0
2023-01-22 00:19:15.249954,72.05,8.483,0
2023-01-22 00:19:16.688399,72.1616,9.034,0
2023-01-22 00:19:18.190245,72.05,9.034,0
2023-01-22 00:19:19.641832,72.05,9.034,0
2023-01-22 00:19:22.454196,72.05,8.754,0
2023-01-22 00:19:23.898514,72.05,8.483,0
2023-01-22 00:19:25.318829,72.05,9.323,0
2023-01-22 00:19:32.105093,72.05,8.754,0
2023-01-22 00:20:38.569082,71.9366,8.483,0
2023-01-22 00:21:53.115285,72.05,8.754,0
2023-01-22 00:24:01.395321,72.1616,8.754,0
2023-01-22 00:24:02.347783,72.1616,8.754,0
2023-01-22 00:24:04.596141,72.1616,9.323,0
2023-01-22 00:24:06.058676,72.1616,9.034,0
2023-01-22 00:24:07.478381,72.1616,8.220,0
2023-01-22 00:24:08.931847,72.1616,8.483,0
2023-01-22 00:24:11.016604,72.1616,8.483,0
2023-01-22 00:24:12.440915,72.275,7.719,0
2023-01-22 00:24:13.921018,72.1616,7.719,0
2023-01-22 00:24:15.326770,72.275,7.966,0
2023-01-22 00:24:17.543786,72.1616,8.220,0
2023-01-22 00:24:19.003465,72.1616,8.754,0
2023-01-22 00:24:20.440501,72.1616,9.034,0
2023-01-22 00:24:21.890648,72.275,9.034,0
2023-01-22 00:24:24.158771,72.1616,8.483,0
2023-01-22 00:24:25.570725,72.275,7.966,0
2023-01-22 00:24:27.119541,72.275,9.034,0
2023-01-22 00:24:28.560471,72.275,8.754,0
2023-01-22 00:24:30.703571,72.275,9.034,0
2023-01-22 00:24:32.131291,72.275,9.034,0
2023-01-22 00:24:33.560408,72.275,8.754,0
2023-01-22 00:24:35.001881,72.275,8.483,0
2023-01-22 00:24:37.195247,72.275,8.483,0
2023-01-22 00:24:38.600207,72.275,8.220,0
2023-01-22 00:24:40.040251,72.275,9.323,0
2023-01-22 00:24:41.503586,72.275,9.034,0
2023-01-22 00:24:43.728067,72.275,8.754,0
2023-01-22 00:24:45.161511,72.275,9.034,0
2023-01-22 00:24:46.611401,72.3866,9.034,0
2023-01-22 00:24:48.042413,72.3866,9.034,0
2023-01-22 00:24:50.410103,72.3866,8.754,0
2023-01-22 00:24:51.920136,72.275,8.483,0
2023-01-22 00:24:53.360834,72.275,9.034,0
2023-01-22 00:24:54.851604,72.275,8.754,0
2023-01-22 00:24:56.968702,72.3866,8.754,0
2023-01-22 00:24:58.441956,72.3866,9.034,0
2023-01-22 00:24:59.881193,72.275,9.622,0
2023-01-22 00:25:01.329159,72.3866,9.034,0
2023-01-22 00:25:03.605132,72.3866,7.966,0
2023-01-22 00:25:05.089914,72.3866,8.483,0
2023-01-22 00:25:06.521269,72.3866,9.323,0
2023-01-22 00:25:07.971162,72.3866,9.034,0
2023-01-22 00:25:10.126468,72.3866,9.323,0
2023-01-22 00:25:11.562214,72.3866,9.323,0
2023-01-22 00:25:13.041822,72.3866,8.754,0
2023-01-22 00:25:14.521447,72.275,9.034,0
2023-01-22 00:25:16.762466,72.3866,8.483,0
2023-01-22 00:25:18.198419,72.3866,8.483,0
2023-01-22 00:25:19.662045,72.3866,9.034,0
2023-01-22 00:25:21.078917,72.275,8.754,0
2023-01-22 00:25:23.316327,72.3866,9.323,0
2023-01-22 00:25:24.770671,72.3866,9.034,0
2023-01-22 00:25:26.201058,72.3866,8.483,0
2023-01-22 00:25:27.641066,72.3866,9.034,0
2023-01-22 00:25:29.827440,72.3866,8.483,0
2023-01-22 00:25:31.243683,72.5,8.483,0
2023-01-22 00:25:32.690932,72.3866,9.034,0
2023-01-22 00:25:34.121111,72.3866,9.323,0
2023-01-22 00:25:36.356719,72.3866,9.323,0
2023-01-22 00:25:37.840287,72.3866,9.323,0
2023-01-22 00:25:39.241566,72.3866,9.034,0
2023-01-22 00:25:40.691452,72.3866,9.323,0
2023-01-22 00:25:43.069956,72.3866,8.483,0
2023-01-22 00:25:44.524399,72.3866,8.220,0
2023-01-22 00:25:46.009909,72.3866,9.034,0
2023-01-22 00:25:47.482499,72.3866,9.323,0
2023-01-22 00:25:49.644216,72.3866,9.034,0
2023-01-22 00:25:51.078506,72.3866,9.323,0
2023-01-22 00:25:52.521472,72.3866,8.754,0
2023-01-22 00:25:54.038462,72.3866,9.034,0
2023-01-22 00:25:56.132696,72.3866,7.966,0
2023-01-22 00:25:57.560745,72.3866,7.719,0
2023-01-22 00:25:58.998137,72.3866,9.323,0
2023-01-22 00:26:00.440406,72.3866,8.754,0
2023-01-22 00:26:02.645571,72.3866,8.754,0
2023-01-22 00:26:04.128536,72.3866,9.034,0
2023-01-22 00:26:05.560611,72.5,8.220,0
2023-01-22 00:26:07.000428,72.5,7.966,0
2023-01-22 00:26:09.362568,72.3866,8.483,0
2023-01-22 00:26:10.881384,72.3866,8.220,0
2023-01-22 00:26:12.281668,72.3866,9.323,0
2023-01-22 00:26:13.733433,72.3866,9.323,0
2023-01-22 00:26:15.849044,72.275,9.323,0
2023-01-22 00:26:17.360575,72.3866,9.034,0
2023-01-22 00:26:18.760490,72.3866,9.323,0
2023-01-22 00:26:20.202436,72.3866,9.323,0
2023-01-22 00:26:22.431044,72.3866,8.754,0
2023-01-22 00:26:24.049928,72.3866,8.483,0
2023-01-22 00:26:25.482797,72.3866,9.034,0
2023-01-22 00:26:26.920969,72.3866,9.034,0
2023-01-22 00:26:29.121817,72.3866,8.754,0
2023-01-22 00:26:30.521145,72.3866,9.034,0
2023-01-22 00:26:31.961161,72.3866,9.323,0
2023-01-22 00:26:33.480452,72.275,8.754,0
2023-01-22 00:26:35.685718,72.3866,8.220,0
2023-01-22 00:26:37.158338,72.3866,8.220,0
2023-01-22 00:26:38.602169,72.3866,9.034,0
2023-01-22 00:27:47.154984,72.3866,9.034,0
2023-01-22 00:27:48.098067,72.3866,8.754,0
2023-01-22 00:27:50.624938,72.3866,8.754,0
2023-01-22 00:27:52.040025,72.3866,9.034,0
2023-01-22 00:27:53.518804,72.3866,8.220,0
2023-01-22 00:27:54.932838,72.3866,7.719,0
2023-01-22 00:27:57.424188,72.3866,8.220,0
2023-01-22 00:27:58.880327,72.3866,8.483,0
2023-01-22 00:28:00.278861,72.3866,7.966,0
2023-01-22 00:28:01.780997,72.3866,7.719,0
2023-01-22 00:28:02.872341,72.3866,8.754,0
2023-01-22 00:28:03.871003,72.5,8.220,0
2023-01-22 00:28:05.319613,72.5,9.323,0
2023-01-22 00:28:06.798903,72.3866,9.034,0
2023-01-22 00:28:07.794824,72.5,9.323,0
2023-01-22 00:28:08.282056,72.5,9.323,0
2023-01-22 00:28:08.738159,72.5,9.323,0
2023-01-22 00:28:09.720209,72.5,9.323,0
2023-01-22 00:28:11.091169,72.5,8.483,0
2023-01-22 00:28:11.170065,72.5,8.483,0
2023-01-22 00:28:12.518878,72.5,8.483,0
2023-01-22 00:28:12.598899,72.5,8.754,0
2023-01-22 00:28:13.962680,72.5,7.966,0
2023-01-22 00:28:14.040932,72.5,7.966,0
2023-01-22 00:28:15.481863,72.5,8.220,0
2023-01-22 00:28:15.402327,72.5,9.034,0
2023-01-22 00:28:17.592950,72.3866,8.220,0
2023-01-22 00:28:19.042077,72.5,8.483,0
2023-01-22 00:28:20.521683,72.5,7.479,0
2023-01-22 00:28:21.961062,72.5,8.754,0
2023-01-22 00:28:24.157161,72.5,8.754,0
2023-01-22 00:28:25.561631,72.5,9.034,0
2023-01-22 00:28:27.011285,72.5,8.483,0
2023-01-22 00:28:28.438863,72.3866,8.483,0
2023-01-22 00:28:30.853640,72.5,9.034,0
2023-01-22 00:28:32.281106,72.5,9.323,0
2023-01-22 00:28:33.731890,72.5,8.220,0
2023-01-22 00:28:35.160997,72.5,8.483,0
2023-01-22 00:28:37.444343,72.61160000000001,8.483,0
2023-01-22 00:28:38.925928,72.5,8.483,0
2023-01-22 00:28:40.371548,72.5,8.220,0
2023-01-22 00:28:41.807204,72.61160000000001,9.323,0
2023-01-22 00:28:44.031909,72.61160000000001,9.034,0
2023-01-22 00:28:45.479954,72.61160000000001,9.323,0
2023-01-22 00:28:46.943564,72.5,9.323,0
2023-01-22 00:28:48.359566,72.61160000000001,9.034,0
2023-01-22 00:28:50.585055,72.5,9.034,0
2023-01-22 00:28:52.093726,72.5,8.483,0
2023-01-22 00:28:53.570795,72.5,8.220,0
2023-01-22 00:28:55.001448,72.5,9.034,0
2023-01-22 00:28:57.321854,72.5,9.034,0
2023-01-22 00:28:58.759945,72.61160000000001,9.323,0
2023-01-22 00:29:00.201274,72.5,9.034,0
2023-01-22 00:29:01.652866,72.5,8.754,0
2023-01-22 00:29:03.950856,72.5,9.034,0
2023-01-22 00:29:05.411160,72.5,8.754,0
2023-01-22 00:29:06.840823,72.5,8.483,0
2023-01-22 00:29:08.283222,72.61160000000001,8.754,0
2023-01-22 00:29:10.522025,72.5,9.034,0
2023-01-22 00:29:11.959029,72.61160000000001,8.483,0
2023-01-22 00:29:13.398446,72.5,9.034,0
2023-01-22 00:29:14.840930,72.5,9.323,0
2023-01-22 00:29:17.285535,72.5,9.034,0
2023-01-22 00:29:18.799127,72.5,8.483,0
2023-01-22 00:29:20.281544,72.5,8.220,0
2023-01-22 00:29:21.720948,72.5,8.220,0
2023-01-22 00:29:23.938955,72.5,8.754,0
2023-01-22 00:29:25.410297,72.61160000000001,9.323,0
2023-01-22 00:29:26.840468,72.5,9.034,0
2023-01-22 00:29:28.286290,72.5,9.034,0
2023-01-22 00:29:30.532179,72.5,8.483,0
2023-01-22 00:29:31.960171,72.5,8.754,0
2023-01-22 00:29:33.399738,72.5,8.483,0
2023-01-22 00:29:34.840742,72.5,8.754,0
2023-01-22 00:29:37.114619,72.5,8.754,0
2023-01-22 00:29:38.518530,72.5,9.323,0
2023-01-22 00:29:39.959950,72.61160000000001,8.754,0
2023-01-22 00:29:41.400919,72.61160000000001,8.754,0
2023-01-22 00:29:43.974201,72.61160000000001,8.754,0
2023-01-22 00:29:45.402729,72.61160000000001,8.754,0
2023-01-22 00:29:46.841670,72.5,8.483,0
2023-01-22 00:29:48.289007,72.61160000000001,9.034,0
2023-01-22 00:29:50.585461,72.5,8.483,0
2023-01-22 00:29:52.047053,72.5,9.323,0
2023-01-22 00:29:53.478924,72.61160000000001,9.323,0
2023-01-22 00:29:54.922418,72.8366,9.034,0
2023-01-22 00:29:57.168105,72.95,9.323,0
2023-01-22 00:29:58.601258,72.95,8.754,0
2023-01-22 00:30:00.051473,72.95,8.754,0
2023-01-22 00:30:01.490399,72.95,8.483,0
2023-01-22 00:30:03.795271,73.0616,8.754,0
2023-01-22 00:30:05.241145,72.95,9.034,0
2023-01-22 00:30:06.680158,73.0616,9.323,0
2023-01-22 00:30:08.122007,73.0616,9.034,0
2023-01-22 00:30:09.559863,73.0616,9.323,0
2023-01-22 00:30:10.999017,73.0616,8.483,0
2023-01-22 00:30:12.451738,73.0616,8.220,0
2023-01-22 00:30:13.891908,73.0616,9.034,0
2023-01-22 00:30:15.330683,73.0616,9.034,0
2023-01-22 00:30:17.160606,73.0616,9.323,0
2023-01-22 00:30:18.598823,73.0616,9.034,0
2023-01-22 00:30:20.041425,73.0616,8.754,0
2023-01-22 00:30:21.491681,73.0616,9.034,0
2023-01-22 00:30:23.718264,73.0616,8.754,0
2023-01-22 00:30:25.201343,73.0616,8.483,0
2023-01-22 00:30:26.611161,73.0616,8.220,0
2023-01-22 00:30:28.038909,73.0616,8.483,0
2023-01-22 00:30:30.302788,73.175,9.034,0
2023-01-22 00:30:31.722626,73.0616,8.754,0
2023-01-22 00:30:33.172527,73.175,9.323,0
2023-01-22 00:30:34.610990,73.0616,9.034,0
2023-01-22 00:30:36.038501,73.175,8.483,0
2023-01-22 00:30:42.619697,72.95,8.220,0
2023-01-22 00:31:49.086419,72.95,8.483,0
2023-01-22 00:33:46.834346,72.8366,9.323,0
2023-01-22 00:33:52.923365,72.8366,8.754,0
2023-01-22 00:33:55.358384,72.8366,7.966,0
2023-01-22 00:34:01.986550,72.8366,8.483,0
2023-01-22 00:34:08.698693,72.8366,7.966,0
2023-01-22 00:34:15.602752,72.8366,7.248,0
2023-01-22 00:34:22.287181,72.725,8.220,0
2023-01-22 00:34:29.401666,72.725,7.719,0
2023-01-22 00:34:30.845559,72.725,7.719,0
2023-01-22 00:34:37.420855,72.8366,8.754,0
2023-01-22 00:34:38.855652,72.95,8.754,0
2023-01-22 00:34:45.422765,72.8366,8.754,0
2023-01-22 00:34:51.982710,72.725,8.483,0
2023-01-22 00:34:58.548652,72.8366,8.483,0
2023-01-22 00:35:09.315449,72.95,8.754,0
2023-01-22 00:35:10.336599,72.95,8.483,0
2023-01-22 00:35:12.865330,72.95,7.966,0
2023-01-22 00:35:14.354142,72.95,8.220,0
2023-01-22 00:35:15.879758,72.95,9.034,0
2023-01-22 00:35:17.397237,72.95,8.754,0
2023-01-22 00:35:19.574312,72.95,7.248,0
2023-01-22 00:35:21.088113,72.95,8.754,0
2023-01-22 00:35:22.594436,72.95,9.034,0
2023-01-22 00:35:24.113430,72.95,7.966,0
2023-01-22 00:35:26.205820,72.95,8.483,0
2023-01-22 00:35:27.718692,72.95,8.754,0
2023-01-22 00:35:29.233779,73.0616,8.483,0
2023-01-22 00:35:30.776556,73.0616,9.323,0
2023-01-22 00:35:33.020682,73.0616,8.220,0
2023-01-22 00:35:34.517227,73.0616,8.754,0
2023-01-22 00:35:36.045304,73.0616,9.034,0
2023-01-22 00:35:37.558176,72.95,7.966,0
2023-01-22 00:35:39.915785,73.0616,7.479,0
2023-01-22 00:35:41.484490,73.0616,8.754,0
2023-01-22 00:35:43.008442,73.0616,8.754,0
2023-01-22 00:35:44.537056,73.0616,8.754,0
2023-01-22 00:35:46.562396,73.0616,8.483,0
2023-01-22 00:35:48.115680,73.0616,8.754,0
2023-01-22 00:35:49.642768,73.0616,9.323,0
2023-01-22 00:35:51.155062,73.0616,9.034,0
2023-01-22 00:35:53.336367,73.0616,8.754,0
2023-01-22 00:35:54.836959,73.175,8.220,0
2023-01-22 00:35:56.357421,73.0616,8.220,0
2023-01-22 00:35:57.877339,73.175,9.034,0
2023-01-22 00:36:00.177066,73.175,8.220,0
2023-01-22 00:36:01.714851,73.175,9.034,0
2023-01-22 00:36:03.236956,73.175,8.754,0
2023-01-22 00:36:04.765764,73.175,8.483,0
2023-01-22 00:36:06.282497,73.175,8.220,0
2023-01-22 00:36:08.098579,73.175,8.220,0
2023-01-22 00:36:09.634503,73.175,8.483,0
2023-01-22 00:36:11.159001,73.0616,9.034,0
2023-01-22 00:36:12.686671,73.0616,8.754,0
2023-01-22 00:36:14.948256,73.0616,8.483,0
2023-01-22 00:36:16.434457,73.0616,8.754,0
2023-01-22 00:36:17.956973,73.175,9.034,0
2023-01-22 00:36:19.479534,73.175,9.323,0
2023-01-22 00:36:23.323639,73.175,7.966,0
2023-01-22 00:36:24.834766,73.175,8.483,0
2023-01-22 00:36:26.358221,73.175,9.323,0
2023-01-22 00:36:27.886620,73.175,9.034,0
2023-01-22 00:36:30.015843,73.175,8.754,0
2023-01-22 00:36:31.563715,73.175,8.483,0
2023-01-22 00:36:33.074713,73.175,9.323,0
2023-01-22 00:36:34.606916,73.175,9.323,0
2023-01-22 00:36:36.631778,73.175,8.754,0
2023-01-22 00:36:38.165540,73.175,9.034,0
2023-01-22 00:36:39.714668,73.175,9.034,0
2023-01-22 00:36:41.234380,73.175,9.622,0
2023-01-22 00:36:43.210605,73.175,8.754,0
2023-01-22 00:36:44.796998,73.175,8.754,0
2023-01-22 00:36:46.275450,73.175,7.966,0
2023-01-22 00:36:47.808946,73.175,9.034,0
2023-01-22 00:36:50.038102,73.175,8.220,0
2023-01-22 00:36:51.563506,73.175,8.483,0
2023-01-22 00:36:53.137320,73.0616,9.323,0
2023-01-22 00:36:54.676962,73.175,8.220,0
2023-01-22 00:36:56.650868,73.175,7.966,0
2023-01-22 00:36:58.194841,73.175,8.754,0
2023-01-22 00:36:59.714985,73.0616,8.754,0
2023-01-22 00:37:01.238736,73.175,9.323,0
